Order_ID,Date,Month,Quarter,Year,Region,State,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Discount_Percent,Discount_Amount,Net_Sales,Cost_Price,Profit,Profit_Margin_Percent,Customer_Segment,Payment_Mode,Order_Status
ORD-1305,08-Jun-2024,Jun,Q2,2024,West,Maharashtra,Sports,Cycle,Hero Sprint Cycle,2,7999,15998,5,799.9,15198.1,10220.89,4977.21,32.75,Regular,UPI,Delivered
ORD-1306,26-Jan-2024,Jan,Q1,2024,East,Bihar,Clothing,Saree,Chanderi Cotton Saree,4,1899,7596,20,1519.2,6076.8,3912.34,2164.46,35.62,New,Credit Card,Delivered
ORD-1307,07-Sep-2024,Sep,Q3,2024,West,Maharashtra,Home & Kitchen,Pillow,Wakefit Hollow Fiber Pillow,3,599,1797,10,179.7,1617.3,1018.59,598.71,37.02,New,Debit Card,Delivered
ORD-1308,25-May-2024,May,Q2,2024,North,Punjab,Electronics,Laptop,Acer Aspire 5,2,39999,79998,5,3999.9,75998.1,50070.8,25927.3,34.12,Premium,UPI,Delivered
ORD-1309,11-Jan-2024,Jan,Q1,2024,North,Punjab,Clothing,Jeans,Spykar Super Skinny,1,2299,2299,5,114.95,2184.05,1387.19,796.86,36.49,Premium,UPI,Pending
ORD-1310,25-Nov-2024,Nov,Q4,2024,East,Odisha,Home & Kitchen,Bedsheet,Story@Home Double Bedsheet,3,999,2997,5,149.85,2847.15,1844.96,1002.19,35.2,Premium,Net Banking,Delivered
ORD-1311,22-Feb-2024,Feb,Q1,2024,North,UP,Books,Comic,Batman: Year One,5,499,2495,5,124.75,2370.25,1512.0,858.25,36.21,Regular,UPI,Pending
ORD-1312,23-Nov-2024,Nov,Q4,2024,East,Odisha,Books,Self-Help,The Psychology of Money,2,399,798,20,159.6,638.4,425.13,213.27,33.41,New,Debit Card,Delivered
ORD-1313,03-Nov-2024,Nov,Q4,2024,West,Rajasthan,Books,Textbook,HC Verma Physics,4,799,3196,5,159.8,3036.2,1929.7,1106.5,36.44,Regular,UPI,Delivered
ORD-1314,28-Dec-2024,Dec,Q4,2024,South,Kerala,Clothing,Jacket,Fort Collins Bomber,3,2299,6897,20,1379.4,5517.6,3520.29,1997.31,36.2,Regular,Credit Card,Delivered
ORD-1315,30-May-2024,May,Q2,2024,North,Punjab,Clothing,Saree,Bandhani Print Saree,2,1599,3198,10,319.8,2878.2,1897.5,980.7,34.07,Regular,UPI,Returned
ORD-1316,03-Aug-2024,Aug,Q3,2024,East,Odisha,Books,Comic,Amar Chitra Katha,4,120,480,0,0.0,480.0,311.15,168.85,35.18,New,Credit Card,Pending
ORD-1317,06-Feb-2024,Feb,Q1,2024,West,Maharashtra,Sports,Cricket Bat,Spartan MSD Warrior,5,2499,12495,5,624.75,11870.25,7653.78,4216.47,35.52,New,UPI,Pending
ORD-1318,24-Jun-2024,Jun,Q2,2024,West,Rajasthan,Home & Kitchen,Cooker,Pigeon Favourite 3L,2,1099,2198,0,0.0,2198.0,1427.06,770.94,35.07,Premium,UPI,Delivered
ORD-1319,03-Jan-2024,Jan,Q1,2024,West,Gujarat,Clothing,Jeans,Spykar Super Skinny,2,2299,4598,15,689.7,3908.3,2607.28,1301.02,33.29,Premium,UPI,Delivered
ORD-1320,07-Aug-2024,Aug,Q3,2024,West,Gujarat,Home & Kitchen,Lamp,Philips Deco LED Lamp,1,599,599,20,119.8,479.2,302.84,176.36,36.8,Regular,UPI,Delivered
ORD-1321,28-Sep-2024,Sep,Q3,2024,South,Tamil Nadu,Electronics,Laptop,Dell Inspiron 14,3,49999,149997,5,7499.85,142497.15,89450.57,53046.58,37.23,Regular,Credit Card,Delivered
ORD-1322,24-Jan-2024,Jan,Q1,2024,East,Odisha,Home & Kitchen,Pillow,Wakefit Hollow Fiber Pillow,5,599,2995,10,299.5,2695.5,1741.35,954.15,35.4,Premium,UPI,Pending
ORD-1323,07-Sep-2024,Sep,Q3,2024,East,West Bengal,Clothing,Kurta,Manyavar Men Kurta,2,2999,5998,5,299.9,5698.1,3781.43,1916.67,33.64,Regular,Debit Card,Delivered
ORD-1324,27-Mar-2024,Mar,Q1,2024,North,Punjab,Electronics,Earphones,JBL Tune 510BT,5,3499,17495,0,0.0,17495.0,11470.34,6024.66,34.44,Regular,UPI,Delivered
ORD-1325,25-Jan-2024,Jan,Q1,2024,North,Punjab,Home & Kitchen,Lamp,Philips Deco LED Lamp,5,599,2995,5,149.75,2845.25,1845.04,1000.21,35.15,Regular,Credit Card,Delivered
ORD-1326,03-Jun-2024,Jun,Q2,2024,West,Rajasthan,Electronics,Smart Watch,boAt Wave Sigma,5,1499,7495,0,0.0,7495.0,4835.25,2659.75,35.49,New,Credit Card,Delivered
ORD-1327,24-May-2024,May,Q2,2024,North,Delhi,Home & Kitchen,Cooker,Hawkins Contura 3L,2,1699,3398,5,169.9,3228.1,2162.47,1065.63,33.01,New,UPI,Delivered
ORD-1328,23-Mar-2024,Mar,Q1,2024,North,UP,Home & Kitchen,Cooker,Butterfly Cordial 5L,3,2199,6597,5,329.85,6267.15,3886.66,2380.49,37.98,Premium,COD,Delivered
ORD-1329,08-Dec-2024,Dec,Q4,2024,West,Maharashtra,Electronics,Smart Watch,Noise ColorFit Pro 5,1,3999,3999,5,199.95,3799.05,2502.28,1296.77,34.13,Regular,COD,Delivered
ORD-1330,26-Jan-2024,Jan,Q1,2024,North,Delhi,Electronics,Tablet,Lenovo Tab M10,3,13999,41997,10,4199.7,37797.3,25109.22,12688.08,33.57,Regular,Debit Card,Delivered
ORD-1331,11-Mar-2024,Mar,Q1,2024,South,Kerala,Books,Biography,Playing It My Way (Sachin Tendulkar),3,599,1797,0,0.0,1797.0,1154.32,642.68,35.76,Regular,UPI,Delivered
ORD-1332,21-Aug-2024,Aug,Q3,2024,East,Odisha,Home & Kitchen,Lamp,Wipro Smart LED Lamp,1,899,899,0,0.0,899.0,594.93,304.07,33.82,Regular,COD,Delivered
ORD-1333,01-Aug-2024,Aug,Q3,2024,West,Rajasthan,Home & Kitchen,Cooker,Hawkins Contura 3L,4,1699,6796,10,679.6,6116.4,4016.53,2099.87,34.33,New,Net Banking,Delivered
ORD-1334,07-Mar-2024,Mar,Q1,2024,West,Gujarat,Electronics,Earphones,OnePlus Bullets Z2,1,1999,1999,0,0.0,1999.0,1270.76,728.24,36.43,Regular,Debit Card,Delivered
ORD-1335,22-Oct-2024,Oct,Q4,2024,South,Telangana,Books,Comic,Batman: Year One,5,499,2495,0,0.0,2495.0,1611.7,883.3,35.4,Premium,Credit Card,Delivered
ORD-1336,24-Nov-2024,Nov,Q4,2024,West,Maharashtra,Sports,Cycle,Hero Sprint Cycle,1,7999,7999,0,0.0,7999.0,5202.02,2796.98,34.97,Regular,Credit Card,Delivered
ORD-1337,08-Sep-2024,Sep,Q3,2024,East,West Bengal,Books,Self-Help,Atomic Habits,5,450,2250,5,112.5,2137.5,1395.85,741.65,34.7,Regular,Debit Card,Delivered
ORD-1338,15-Aug-2024,Aug,Q3,2024,West,Maharashtra,Home & Kitchen,Lamp,Syska Table Lamp,1,1199,1199,15,179.85,1019.15,677.44,341.71,33.53,Regular,UPI,Delivered
ORD-1339,08-Oct-2024,Oct,Q4,2024,North,Delhi,Sports,Cycle,Hercules Roadeo,5,9999,49995,20,9999.0,39996.0,25293.91,14702.09,36.76,Premium,COD,Delivered
ORD-1340,28-Jan-2024,Jan,Q1,2024,South,Kerala,Books,Comic,Batman: Year One,5,499,2495,15,374.25,2120.75,1406.06,714.69,33.7,Regular,Credit Card,Delivered
ORD-1341,03-Dec-2024,Dec,Q4,2024,South,Tamil Nadu,Books,Self-Help,Rich Dad Poor Dad,5,349,1745,20,349.0,1396.0,896.84,499.16,35.76,Regular,Net Banking,Delivered
ORD-1342,28-Jul-2024,Jul,Q3,2024,North,Punjab,Sports,Football,Nivia Shinning Star,1,899,899,10,89.9,809.1,512.11,296.99,36.71,Premium,UPI,Delivered
ORD-1343,31-Jul-2024,Jul,Q3,2024,North,UP,Sports,Cricket Bat,Spartan MSD Warrior,4,2499,9996,20,1999.2,7996.8,5022.62,2974.18,37.19,Regular,Credit Card,Delivered
ORD-1344,09-Aug-2024,Aug,Q3,2024,West,Rajasthan,Clothing,Jacket,Decathlon Fleece Jacket,2,1499,2998,0,0.0,2998.0,1928.45,1069.55,35.68,Premium,Net Banking,Delivered
ORD-1345,15-Jul-2024,Jul,Q3,2024,West,Rajasthan,Clothing,Saree,Georgette Partywear Saree,3,2499,7497,5,374.85,7122.15,4609.25,2512.9,35.28,Regular,UPI,Delivered
ORD-1346,19-Sep-2024,Sep,Q3,2024,East,Bihar,Sports,Yoga Mat,Strauss Eco Friendly,2,899,1798,5,89.9,1708.1,1080.51,627.59,36.74,Premium,Credit Card,Returned
ORD-1347,08-Mar-2024,Mar,Q1,2024,South,Telangana,Sports,Yoga Mat,Kore Exercise Yoga Mat,3,399,1197,20,239.4,957.6,621.31,336.29,35.12,Regular,Credit Card,Delivered
ORD-1348,30-Sep-2024,Sep,Q3,2024,East,Odisha,Electronics,Smart Watch,Noise ColorFit Pro 5,1,3999,3999,10,399.9,3599.1,2262.82,1336.28,37.13,Premium,UPI,Delivered
ORD-1349,23-Mar-2024,Mar,Q1,2024,East,Bihar,Books,Textbook,HC Verma Physics,3,799,2397,5,119.85,2277.15,1514.8,762.35,33.48,Regular,Debit Card,Delivered
ORD-1350,11-Dec-2024,Dec,Q4,2024,South,Telangana,Sports,Dumbbells,Kore Steel Dumbbells 10kg,5,1499,7495,5,374.75,7120.25,4710.59,2409.66,33.84,Regular,UPI,Delivered
ORD-1351,16-Dec-2024,Dec,Q4,2024,East,Bihar,Electronics,Mobile,OnePlus 12,2,64999,129998,15,19499.7,110498.3,74011.65,36486.65,33.02,New,Debit Card,Delivered
ORD-1352,28-Oct-2024,Oct,Q4,2024,South,Telangana,Clothing,Saree,Georgette Partywear Saree,2,2499,4998,0,0.0,4998.0,3154.83,1843.17,36.88,Regular,Credit Card,Delivered
ORD-1353,07-Aug-2024,Aug,Q3,2024,East,Bihar,Books,Textbook,RD Sharma Mathematics,5,899,4495,5,224.75,4270.25,2649.0,1621.25,37.97,Regular,COD,Delivered
ORD-1354,14-Jun-2024,Jun,Q2,2024,North,UP,Sports,Yoga Mat,OJS Premium Yoga Mat,5,599,2995,20,599.0,2396.0,1537.0,859.0,35.85,Premium,UPI,Delivered
ORD-1355,04-Apr-2024,Apr,Q2,2024,North,UP,Clothing,Kurta,Soch Embroidered Kurta,5,3499,17495,10,1749.5,15745.5,9849.07,5896.43,37.45,Regular,UPI,Delivered
ORD-1356,03-Jul-2024,Jul,Q3,2024,East,West Bengal,Sports,Cycle,Leader Scout 26T,5,6499,32495,0,0.0,32495.0,20370.57,12124.43,37.31,Regular,UPI,Delivered
ORD-1357,14-Nov-2024,Nov,Q4,2024,South,Tamil Nadu,Books,Biography,Wings of Fire (APJ Abdul Kalam),4,299,1196,5,59.8,1136.2,741.27,394.93,34.76,Regular,COD,Delivered
ORD-1358,10-Jul-2024,Jul,Q3,2024,West,Gujarat,Electronics,Tablet,Samsung Galaxy Tab S9,3,35999,107997,20,21599.4,86397.6,53993.38,32404.22,37.51,Regular,COD,Delivered
ORD-1359,30-Sep-2024,Sep,Q3,2024,North,UP,Electronics,Laptop,Dell Inspiron 14,4,49999,199996,0,0.0,199996.0,126464.43,73531.57,36.77,Premium,Net Banking,Delivered
ORD-1360,10-Aug-2024,Aug,Q3,2024,North,UP,Clothing,T-Shirt,Levis Graphic T-Shirt,3,1499,4497,0,0.0,4497.0,2811.75,1685.25,37.47,Regular,Debit Card,Delivered
ORD-1361,21-Oct-2024,Oct,Q4,2024,South,Kerala,Home & Kitchen,Lamp,IKEA FADO Table Lamp,4,1499,5996,10,599.6,5396.4,3448.21,1948.19,36.1,Regular,UPI,Delivered
ORD-1362,12-Nov-2024,Nov,Q4,2024,North,UP,Sports,Cricket Bat,MRF Genius Grand Edition,3,4999,14997,20,2999.4,11997.6,7514.91,4482.69,37.36,Premium,UPI,Delivered
ORD-1363,12-Aug-2024,Aug,Q3,2024,West,Gujarat,Electronics,Earphones,Sony WH-CH520,5,4490,22450,5,1122.5,21327.5,13397.57,7929.93,37.18,Regular,Debit Card,Delivered
ORD-1364,20-Nov-2024,Nov,Q4,2024,South,Kerala,Books,Novel,Midnight Library,5,329,1645,0,0.0,1645.0,1032.06,612.94,37.26,Regular,Credit Card,Delivered
ORD-1365,13-Feb-2024,Feb,Q1,2024,East,West Bengal,Books,Textbook,Indian Polity by Laxmikanth,5,749,3745,0,0.0,3745.0,2358.07,1386.93,37.03,Regular,Net Banking,Delivered
ORD-1366,02-Apr-2024,Apr,Q2,2024,North,UP,Home & Kitchen,Pillow,Sleepwell Fiber Pillow,3,499,1497,0,0.0,1497.0,950.66,546.34,36.5,Regular,Credit Card,Pending
ORD-1367,01-Jul-2024,Jul,Q3,2024,South,Telangana,Clothing,T-Shirt,Nike Dry-Fit T-Shirt,5,1899,9495,0,0.0,9495.0,6399.7,3095.3,32.6,Regular,Credit Card,Delivered
ORD-1368,05-Jun-2024,Jun,Q2,2024,South,Telangana,Sports,Yoga Mat,VIFITKIT Yoga Mat,4,499,1996,0,0.0,1996.0,1238.1,757.9,37.97,Regular,UPI,Delivered
ORD-1369,11-Aug-2024,Aug,Q3,2024,East,Odisha,Clothing,Saree,Georgette Partywear Saree,4,2499,9996,15,1499.4,8496.6,5450.78,3045.82,35.85,Regular,Credit Card,Delivered
ORD-1370,06-Nov-2024,Nov,Q4,2024,North,Punjab,Clothing,Jacket,Decathlon Fleece Jacket,3,1499,4497,0,0.0,4497.0,2984.41,1512.59,33.64,New,Net Banking,Delivered
ORD-1371,24-Oct-2024,Oct,Q4,2024,West,Rajasthan,Clothing,T-Shirt,US Polo Assn T-Shirt,3,1199,3597,20,719.4,2877.6,1938.46,939.14,32.64,Regular,Credit Card,Delivered
ORD-1372,19-Jul-2024,Jul,Q3,2024,South,Telangana,Books,Textbook,Indian Polity by Laxmikanth,5,749,3745,20,749.0,2996.0,1873.8,1122.2,37.46,Regular,UPI,Delivered
ORD-1373,10-Nov-2024,Nov,Q4,2024,South,Telangana,Clothing,Kurta,W Women Kurta,2,1499,2998,0,0.0,2998.0,1991.14,1006.86,33.58,Regular,UPI,Delivered
ORD-1374,06-Sep-2024,Sep,Q3,2024,South,Tamil Nadu,Books,Self-Help,The Psychology of Money,1,399,399,5,19.95,379.05,246.79,132.26,34.89,Premium,UPI,Returned
ORD-1375,24-Jan-2024,Jan,Q1,2024,North,UP,Books,Novel,Midnight Library,3,329,987,5,49.35,937.65,613.9,323.75,34.53,Regular,UPI,Delivered
ORD-1376,27-Oct-2024,Oct,Q4,2024,North,UP,Books,Biography,Steve Jobs by Walter Isaacson,5,699,3495,10,349.5,3145.5,2016.81,1128.69,35.88,New,Credit Card,Delivered
ORD-1377,05-Nov-2024,Nov,Q4,2024,North,UP,Clothing,Kurta,W Women Kurta,2,1499,2998,0,0.0,2998.0,1951.32,1046.68,34.91,Regular,UPI,Delivered
ORD-1378,04-Nov-2024,Nov,Q4,2024,North,UP,Clothing,Kurta,Biba Printed Kurta,1,2199,2199,15,329.85,1869.15,1234.6,634.55,33.95,Regular,Credit Card,Delivered
ORD-1379,29-Jul-2024,Jul,Q3,2024,North,Delhi,Electronics,Laptop,Acer Aspire 5,5,39999,199995,0,0.0,199995.0,125613.55,74381.45,37.19,Regular,Net Banking,Delivered
ORD-1380,26-Mar-2024,Mar,Q1,2024,East,West Bengal,Sports,Dumbbells,Lifelong Chrome Dumbbells,5,1899,9495,0,0.0,9495.0,6387.39,3107.61,32.73,Premium,Net Banking,Pending
ORD-1381,20-Apr-2024,Apr,Q2,2024,West,Rajasthan,Home & Kitchen,Lamp,Wipro Smart LED Lamp,2,899,1798,10,179.8,1618.2,1061.62,556.58,34.4,Premium,Net Banking,Delivered
ORD-1382,03-Dec-2024,Dec,Q4,2024,East,West Bengal,Books,Biography,Playing It My Way (Sachin Tendulkar),5,599,2995,0,0.0,2995.0,1898.2,1096.8,36.62,Regular,UPI,Delivered
ORD-1383,15-Sep-2024,Sep,Q3,2024,West,Maharashtra,Sports,Cricket Bat,SG Savage Edition,4,3499,13996,0,0.0,13996.0,9414.62,4581.38,32.73,Regular,Debit Card,Delivered
ORD-1384,03-Dec-2024,Dec,Q4,2024,South,Telangana,Sports,Cricket Bat,Spartan MSD Warrior,5,2499,12495,10,1249.5,11245.5,7222.11,4023.39,35.78,Regular,Credit Card,Delivered
ORD-1385,03-Sep-2024,Sep,Q3,2024,West,Gujarat,Sports,Cycle,Hero Sprint Cycle,4,7999,31996,0,0.0,31996.0,20326.13,11669.87,36.47,Premium,COD,Delivered
ORD-1386,02-Nov-2024,Nov,Q4,2024,West,Gujarat,Clothing,T-Shirt,Puma Men T-Shirt,5,999,4995,20,999.0,3996.0,2505.77,1490.23,37.29,Regular,Credit Card,Delivered
ORD-1387,10-Jun-2024,Jun,Q2,2024,West,Gujarat,Electronics,Laptop,ASUS Vivobook 16,5,44999,224995,5,11249.75,213745.25,135873.19,77872.06,36.43,Regular,Credit Card,Delivered
ORD-1388,14-Dec-2024,Dec,Q4,2024,West,Maharashtra,Home & Kitchen,Pillow,Wakefit Hollow Fiber Pillow,4,599,2396,0,0.0,2396.0,1538.74,857.26,35.78,Regular,UPI,Delivered
ORD-1389,25-Jun-2024,Jun,Q2,2024,West,Rajasthan,Clothing,T-Shirt,Adidas Solid T-Shirt,4,1299,5196,0,0.0,5196.0,3252.78,1943.22,37.4,Regular,Debit Card,Delivered
ORD-1390,10-Nov-2024,Nov,Q4,2024,North,Delhi,Home & Kitchen,Mixer,Prestige Iris 750W,2,3999,7998,15,1199.7,6798.3,4592.6,2205.7,32.44,Regular,UPI,Delivered
ORD-1391,10-Feb-2024,Feb,Q1,2024,North,UP,Home & Kitchen,Lamp,Syska LED Bulb,5,199,995,5,49.75,945.25,626.41,318.84,33.73,Regular,COD,Delivered
ORD-1392,23-Nov-2024,Nov,Q4,2024,West,Gujarat,Electronics,Laptop,Acer Aspire 5,3,39999,119997,5,5999.85,113997.15,70908.12,43089.03,37.8,Regular,Credit Card,Delivered
ORD-1393,27-Mar-2024,Mar,Q1,2024,North,Punjab,Clothing,T-Shirt,Adidas Solid T-Shirt,1,1299,1299,5,64.95,1234.05,822.84,411.21,33.32,Regular,UPI,Delivered
ORD-1394,22-Sep-2024,Sep,Q3,2024,North,UP,Electronics,Mobile,Realme 12 Pro,3,24999,74997,20,14999.4,59997.6,40492.41,19505.19,32.51,Regular,COD,Delivered
ORD-1395,06-Nov-2024,Nov,Q4,2024,South,Kerala,Home & Kitchen,Pillow,Sleepwell Fiber Pillow,3,499,1497,0,0.0,1497.0,964.71,532.29,35.56,Regular,UPI,Delivered
ORD-1396,29-Feb-2024,Feb,Q1,2024,East,Bihar,Sports,Yoga Mat,OJS Premium Yoga Mat,4,599,2396,15,359.4,2036.6,1356.78,679.82,33.38,Premium,COD,Delivered
ORD-1397,23-Aug-2024,Aug,Q3,2024,North,Punjab,Electronics,Tablet,Apple iPad Air,4,54999,219996,5,10999.8,208996.2,138065.98,70930.22,33.94,Regular,UPI,Pending
ORD-1398,21-Sep-2024,Sep,Q3,2024,North,UP,Books,Textbook,NCERT Science Class 10,1,199,199,10,19.9,179.1,118.28,60.82,33.96,Premium,UPI,Pending
ORD-1399,31-Aug-2024,Aug,Q3,2024,East,Odisha,Clothing,Jacket,Levis Denim Jacket,2,4599,9198,5,459.9,8738.1,5679.24,3058.86,35.01,Regular,Debit Card,Returned
ORD-1400,15-Apr-2024,Apr,Q2,2024,South,Tamil Nadu,Clothing,Jacket,Levis Denim Jacket,2,4599,9198,0,0.0,9198.0,5768.92,3429.08,37.28,Regular,COD,Delivered
ORD-1401,04-Jan-2024,Jan,Q1,2024,North,Punjab,Books,Comic,Amar Chitra Katha,4,120,480,5,24.0,456.0,296.15,159.85,35.05,New,COD,Delivered
ORD-1402,23-Apr-2024,Apr,Q2,2024,South,Tamil Nadu,Sports,Dumbbells,Bulfyss Hex Dumbbells 10kg,5,2199,10995,0,0.0,10995.0,7148.38,3846.62,34.99,Regular,Credit Card,Delivered
ORD-1403,02-Mar-2024,Mar,Q1,2024,West,Gujarat,Electronics,Mobile,Samsung Galaxy S24,4,74999,299996,0,0.0,299996.0,191855.29,108140.71,36.05,Premium,UPI,Delivered
ORD-1404,01-May-2024,May,Q2,2024,East,Odisha,Sports,Yoga Mat,VIFITKIT Yoga Mat,2,499,998,15,149.7,848.3,547.52,300.78,35.46,Regular,Debit Card,Delivered
ORD-1405,24-Jul-2024,Jul,Q3,2024,East,Odisha,Clothing,Jacket,Decathlon Fleece Jacket,5,1499,7495,5,374.75,7120.25,4762.39,2357.86,33.11,Premium,Debit Card,Delivered
ORD-1406,14-Jul-2024,Jul,Q3,2024,South,Tamil Nadu,Clothing,Kurta,Manyavar Men Kurta,2,2999,5998,10,599.8,5398.2,3508.7,1889.5,35.0,New,Net Banking,Delivered
ORD-1407,10-Jun-2024,Jun,Q2,2024,West,Gujarat,Books,Comic,Batman: Year One,1,499,499,10,49.9,449.1,281.11,167.99,37.41,Regular,UPI,Delivered
ORD-1408,18-Nov-2024,Nov,Q4,2024,North,Punjab,Books,Self-Help,Rich Dad Poor Dad,3,349,1047,20,209.4,837.6,547.33,290.27,34.65,Premium,UPI,Delivered
ORD-1409,28-Jun-2024,Jun,Q2,2024,South,Telangana,Sports,Cycle,Firefox Target 21S,3,14999,44997,10,4499.7,40497.3,25898.24,14599.06,36.05,Regular,Debit Card,Delivered
ORD-1410,10-Feb-2024,Feb,Q1,2024,West,Rajasthan,Books,Biography,Steve Jobs by Walter Isaacson,2,699,1398,10,139.8,1258.2,811.93,446.27,35.47,Premium,UPI,Returned
ORD-1411,10-Feb-2024,Feb,Q1,2024,South,Kerala,Clothing,Saree,Chanderi Cotton Saree,3,1899,5697,5,284.85,5412.15,3552.12,1860.03,34.37,Regular,Net Banking,Delivered
ORD-1412,04-Jul-2024,Jul,Q3,2024,West,Gujarat,Clothing,Jeans,Levis 511 Slim Fit,2,2999,5998,5,299.9,5698.1,3759.16,1938.94,34.03,New,Debit Card,Delivered
ORD-1413,26-Mar-2024,Mar,Q1,2024,West,Maharashtra,Electronics,Mobile,Redmi Note 13,5,17999,89995,0,0.0,89995.0,55939.26,34055.74,37.84,Regular,Debit Card,Delivered
ORD-1414,14-May-2024,May,Q2,2024,South,Tamil Nadu,Home & Kitchen,Bedsheet,Portico New York Bedsheet,2,1999,3998,5,199.9,3798.1,2455.81,1342.29,35.34,Regular,Credit Card,Delivered
ORD-1415,18-Jan-2024,Jan,Q1,2024,East,Odisha,Home & Kitchen,Lamp,Syska LED Bulb,3,199,597,20,119.4,477.6,308.86,168.74,35.33,New,Credit Card,Delivered
ORD-1416,01-Nov-2024,Nov,Q4,2024,West,Rajasthan,Sports,Dumbbells,Lifelong Chrome Dumbbells,5,1899,9495,5,474.75,9020.25,6084.48,2935.77,32.55,Regular,UPI,Delivered
ORD-1417,06-Jun-2024,Jun,Q2,2024,East,Odisha,Books,Textbook,NCERT Science Class 10,1,199,199,0,0.0,199.0,129.63,69.37,34.86,Premium,UPI,Delivered
ORD-1418,30-Sep-2024,Sep,Q3,2024,North,UP,Home & Kitchen,Lamp,Syska Table Lamp,1,1199,1199,10,119.9,1079.1,720.71,358.39,33.21,Regular,Debit Card,Delivered
ORD-1419,06-Apr-2024,Apr,Q2,2024,West,Rajasthan,Home & Kitchen,Lamp,Wipro Smart LED Lamp,2,899,1798,10,179.8,1618.2,1083.72,534.48,33.03,Regular,UPI,Delivered
ORD-1420,21-Sep-2024,Sep,Q3,2024,East,Odisha,Sports,Yoga Mat,OJS Premium Yoga Mat,2,599,1198,0,0.0,1198.0,755.87,442.13,36.91,Regular,Credit Card,Delivered
ORD-1421,19-May-2024,May,Q2,2024,West,Maharashtra,Books,Novel,To Kill a Mockingbird,1,399,399,20,79.8,319.2,198.33,120.87,37.87,New,UPI,Delivered
ORD-1422,12-Aug-2024,Aug,Q3,2024,North,Delhi,Electronics,Laptop,HP Pavilion 15,4,58999,235996,5,11799.8,224196.2,143600.98,80595.22,35.95,Regular,Debit Card,Pending
ORD-1423,25-Aug-2024,Aug,Q3,2024,North,Punjab,Electronics,Laptop,HP Pavilion 15,3,58999,176997,10,17699.7,159297.3,99446.61,59850.69,37.57,Regular,UPI,Delivered
ORD-1424,14-Jul-2024,Jul,Q3,2024,North,Delhi,Clothing,Kurta,Anouk Cotton Kurta,2,999,1998,0,0.0,1998.0,1262.64,735.36,36.8,Premium,UPI,Delivered
ORD-1425,16-Apr-2024,Apr,Q2,2024,West,Gujarat,Books,Self-Help,The Psychology of Money,1,399,399,20,79.8,319.2,207.88,111.32,34.87,Regular,Credit Card,Delivered
ORD-1426,27-Jan-2024,Jan,Q1,2024,South,Tamil Nadu,Clothing,Kurta,Biba Printed Kurta,1,2199,2199,0,0.0,2199.0,1468.19,730.81,33.23,Regular,UPI,Delivered
ORD-1427,22-Jan-2024,Jan,Q1,2024,West,Rajasthan,Sports,Football,Adidas Tango,1,1499,1499,5,74.95,1424.05,896.39,527.66,37.05,Regular,Credit Card,Pending
ORD-1428,16-Nov-2024,Nov,Q4,2024,North,Delhi,Books,Textbook,Fundamentals of Database Systems,1,999,999,0,0.0,999.0,648.62,350.38,35.07,Regular,Credit Card,Delivered
ORD-1429,26-Jun-2024,Jun,Q2,2024,West,Rajasthan,Clothing,T-Shirt,Levis Graphic T-Shirt,3,1499,4497,0,0.0,4497.0,2855.78,1641.22,36.5,Regular,Debit Card,Delivered
ORD-1430,04-Oct-2024,Oct,Q4,2024,West,Maharashtra,Sports,Football,Puma Spin Ball,3,999,2997,10,299.7,2697.3,1790.86,906.44,33.61,Regular,Net Banking,Returned
ORD-1431,10-Oct-2024,Oct,Q4,2024,South,Tamil Nadu,Sports,Football,Cosco Milano,3,799,2397,5,119.85,2277.15,1485.83,791.32,34.75,Regular,Debit Card,Delivered
ORD-1432,04-Apr-2024,Apr,Q2,2024,North,UP,Books,Comic,Chacha Chaudhary,3,99,297,0,0.0,297.0,195.87,101.13,34.05,Regular,UPI,Delivered
ORD-1433,11-Sep-2024,Sep,Q3,2024,South,Telangana,Books,Self-Help,Think and Grow Rich,3,249,747,0,0.0,747.0,467.45,279.55,37.42,Premium,UPI,Pending
ORD-1434,01-Apr-2024,Apr,Q2,2024,North,Delhi,Electronics,Earphones,Sony WH-CH520,1,4490,4490,0,0.0,4490.0,2937.63,1552.37,34.57,Premium,Credit Card,Delivered
ORD-1435,25-Dec-2024,Dec,Q4,2024,East,West Bengal,Books,Textbook,Fundamentals of Database Systems,1,999,999,0,0.0,999.0,675.14,323.86,32.42,Regular,Credit Card,Returned
ORD-1436,10-Feb-2024,Feb,Q1,2024,West,Rajasthan,Electronics,Tablet,Realme Pad 2,4,19999,79996,10,7999.6,71996.4,48068.75,23927.65,33.23,Regular,Credit Card,Delivered
ORD-1437,06-Feb-2024,Feb,Q1,2024,East,West Bengal,Clothing,Jacket,Wildcraft Windcheater,1,1999,1999,5,99.95,1899.05,1237.99,661.06,34.81,Regular,Credit Card,Delivered
ORD-1438,16-Nov-2024,Nov,Q4,2024,South,Telangana,Sports,Dumbbells,Aurion PVC Dumbbells 5kg,5,599,2995,10,299.5,2695.5,1780.3,915.2,33.95,Premium,UPI,Delivered
ORD-1439,02-Apr-2024,Apr,Q2,2024,West,Rajasthan,Books,Textbook,Fundamentals of Database Systems,5,999,4995,15,749.25,4245.75,2870.17,1375.58,32.4,New,Credit Card,Pending
